id,locale,partition,split,scenario_id,scenario_name,intent_id,intent_name,utt,annot_utt
282,tr-TR,train,train,4,news,22,news_query,fransa'da sonraki seçimleri kim kazanacak,[place_name : fransa'da] sonraki [news_topic : seçimleri] kim kazanacak
283,tr-TR,train,train,17,weather,13,weather_query,pazar günü güneş bekliyor musun,[date : pazar] günü [weather_descriptor : güneş] bekliyor musun
284,tr-TR,train,train,17,weather,13,weather_query,akşam yağmur var mı,[timeofday : akşam] [weather_descriptor : yağmur] var mı
285,tr-TR,train,train,17,weather,13,weather_query,yarın rüzgârlı mı olacak,[date : yarın] [weather_descriptor : rüzgârlı] mı olacak
287,tr-TR,train,train,8,iot,18,iot_hue_lightup,kanepenin yanındaki lambayı aydınlat,[device_type : kanepenin yanındaki lambayı] aydınlat
288,tr-TR,train,train,8,iot,18,iot_hue_lightup,ışığı aç,ışığı aç
289,tr-TR,train,train,5,datetime,0,datetime_query,moskova'da saat kaç,[place_name : moskova'da] saat kaç
291,tr-TR,train,train,8,iot,34,iot_cleaning,mutfağı süpür,[house_place : mutfağı] süpür
293,tr-TR,train,train,4,news,22,news_query,dünyada neler oluyor,[place_name : dünyada] neler oluyor
294,tr-TR,train,train,4,news,22,news_query,bana haberleri söyle,bana haberleri söyle
300,tr-TR,train,train,17,weather,13,weather_query,bugün hava nasıl,[date : bugün] hava nasıl
301,tr-TR,train,train,17,weather,13,weather_query,hava nasıl,hava nasıl
302,tr-TR,train,train,9,general,12,general_quirky,hey ne yapıyorsun,hey ne yapıyorsun
303,tr-TR,train,train,9,general,5,general_greet,nasılsın,nasılsın
304,tr-TR,train,train,9,general,5,general_greet,sabah ne var,sabah ne var
305,tr-TR,train,train,14,takeaway,16,takeaway_order,pizza express den pizza iste,[business_name : pizza express] den [food_type : pizza] iste
306,tr-TR,train,train,14,takeaway,16,takeaway_order,sushi yemek istiyorum bana öğle yemeği sipariş eder misin,[food_type : sushi] yemek istiyorum bana [meal_type : öğle yemeği] sipariş eder misin
307,tr-TR,train,train,14,takeaway,16,takeaway_order,alexa bana öğle yemeği için sushi siparişi verebilir misin,alexa bana [meal_type : öğle yemeği] için [food_type : sushi] siparişi verebilir misin
308,tr-TR,train,train,14,takeaway,16,takeaway_order,mezzaluna dan eve servis sandviç ve çorba sipariş et,[business_name : mezzaluna] dan [order_type : eve servis] [food_type : sandviç] ve [food_type : çorba] sipariş et
309,tr-TR,train,train,5,datetime,0,datetime_query,bu yıl kaç gün kaldı,[date : bu yıl] kaç gün kaldı
313,tr-TR,train,train,8,iot,18,iot_hue_lightup,parlaklığı yüzde yirmi arttır,parlaklığı [change_amount : yüzde yirmi] arttır
314,tr-TR,train,train,8,iot,18,iot_hue_lightup,ışıkları tam güce ayarla,ışıkları [change_amount : tam güce] ayarla
316,tr-TR,train,train,10,audio,46,audio_volume_mute,sessiz,sessiz
320,tr-TR,train,train,17,weather,13,weather_query,yarın yanıma şemsiye alayım mı,[date : yarın] yanıma [weather_descriptor : şemsiye] alayım mı
323,tr-TR,train,train,8,iot,24,iot_wemo_on,akıllı şarjı aç,[device_type : akıllı şarjı] aç
324,tr-TR,train,train,4,news,22,news_query,bana engadget tan teknoloji haberlerini söyle,bana [media_type : engadget] tan [news_topic : teknoloji] haberlerini söyle
325,tr-TR,train,train,17,weather,13,weather_query,mutlu,mutlu
326,tr-TR,train,train,17,weather,13,weather_query,akşam,[timeofday : akşam]
327,tr-TR,train,train,17,weather,13,weather_query,pazar,[date : pazar]
330,tr-TR,train,train,10,audio,35,audio_volume_down,daha sessiz,daha sessiz
332,tr-TR,train,train,10,audio,46,audio_volume_mute,sessiz,sessiz
335,tr-TR,train,train,17,weather,13,weather_query,afyon için hava durumunu öğrenmek istiyorum,[place_name : afyon] için hava durumunu öğrenmek istiyorum
336,tr-TR,train,train,17,weather,13,weather_query,bolu'da kar yağıyor mu,[place_name : bolu'da] [weather_descriptor : kar yağıyor mu]
339,tr-TR,train,train,8,iot,56,iot_coffee,şimdi bir kahveye ihtiyacım var,şimdi bir kahveye ihtiyacım var
340,tr-TR,train,train,8,iot,56,iot_coffee,bugün ihtiyacı olan birine yardım ettim olly,[date : bugün] ihtiyacı olan birine yardım ettim olly
341,tr-TR,train,train,8,iot,56,iot_coffee,kahve makinesini başlat,[device_type : kahve makinesini] başlat
342,tr-TR,train,train,8,iot,56,iot_coffee,bir kahve hazırla şimdi,bir kahve hazırla şimdi
343,tr-TR,train,train,17,weather,13,weather_query,yarın hava nasıl olacak,[date : yarın] hava nasıl olacak
347,tr-TR,train,train,17,weather,13,weather_query,yarının hava tahminleri nasıl,[date : yarının] hava tahminleri nasıl
349,tr-TR,train,train,17,weather,13,weather_query,yarın kar var mı,[date : yarın] [weather_descriptor : kar] var mı
350,tr-TR,train,train,14,takeaway,3,takeaway_query,restoran paket servisi siparişi alıyor mu bul,[business_type : restoran] [order_type : paket servisi] siparişi alıyor mu bul
351,tr-TR,train,train,14,takeaway,3,takeaway_query,restoran eve servis yapıyor mu araştır,[business_type : restoran] [order_type : eve servis] yapıyor mu araştır
352,tr-TR,train,train,14,takeaway,3,takeaway_query,restoran menu paket servisi yapıyor mu,[business_type : restoran] menu [order_type : paket servisi] yapıyor mu
